file_paths,labels
../data/raw/Indian/P\133.jpg,P
../data/raw/Indian/8\781.jpg,8
../data/raw/Indian/N\720.jpg,N
../data/raw/Indian/S\40.jpg,S
../data/raw/Indian/9\6.jpg,9
../data/raw/Indian/D\946.jpg,D
../data/raw/Indian/Z\1005.jpg,Z
../data/raw/Indian/T\853.jpg,T
../data/raw/Indian/9\823.jpg,9
../data/raw/Indian/X\620.jpg,X
../data/raw/Indian/S\47.jpg,S
../data/raw/Indian/T\483.jpg,T
../data/raw/Indian/S\1160.jpg,S
../data/raw/Indian/6\516.jpg,6
../data/raw/Indian/Q\268.jpg,Q
../data/raw/Indian/B\192.jpg,B
../data/raw/Indian/1\110.jpg,1
../data/raw/Indian/K\427.jpg,K
../data/raw/Indian/N\971.jpg,N
../data/raw/Indian/4\896.jpg,4
../data/raw/Indian/M\601.jpg,M
../data/raw/Indian/J\199.jpg,J
../data/raw/Indian/8\369.jpg,8
../data/raw/Indian/N\862.jpg,N
../data/raw/Indian/9\133.jpg,9
../data/raw/Indian/U\412.jpg,U
../data/raw/Indian/6\908.jpg,6
../data/raw/Indian/5\481.jpg,5
../data/raw/Indian/8\991.jpg,8
../data/raw/Indian/D\874.jpg,D
../data/raw/Indian/C\272.jpg,C
../data/raw/Indian/4\1152.jpg,4
../data/raw/Indian/2\688.jpg,2
../data/raw/Indian/4\233.jpg,4
../data/raw/Indian/K\927.jpg,K
../data/raw/Indian/U\363.jpg,U
../data/raw/Indian/P\932.jpg,P
../data/raw/Indian/6\46.jpg,6
../data/raw/Indian/B\487.jpg,B
../data/raw/Indian/B\172.jpg,B
../data/raw/Indian/B\1043.jpg,B
../data/raw/Indian/P\403.jpg,P
../data/raw/Indian/M\1070.jpg,M
../data/raw/Indian/L\1026.jpg,L
../data/raw/Indian/O\1114.jpg,O
../data/raw/Indian/B\460.jpg,B
../data/raw/Indian/R\142.jpg,R
../data/raw/Indian/S\146.jpg,S
../data/raw/Indian/K\151.jpg,K
../data/raw/Indian/M\525.jpg,M
../data/raw/Indian/P\2.jpg,P
../data/raw/Indian/Q\987.jpg,Q
../data/raw/Indian/U\1133.jpg,U
../data/raw/Indian/J\762.jpg,J
../data/raw/Indian/P\485.jpg,P
../data/raw/Indian/O\425.jpg,O
../data/raw/Indian/K\936.jpg,K
../data/raw/Indian/G\322.jpg,G
../data/raw/Indian/K\645.jpg,K
../data/raw/Indian/G\548.jpg,G
../data/raw/Indian/Q\229.jpg,Q
../data/raw/Indian/B\818.jpg,B
../data/raw/Indian/5\725.jpg,5
../data/raw/Indian/D\379.jpg,D
../data/raw/Indian/Q\560.jpg,Q
../data/raw/Indian/K\829.jpg,K
../data/raw/Indian/7\134.jpg,7
../data/raw/Indian/F\721.jpg,F
../data/raw/Indian/G\738.jpg,G
../data/raw/Indian/B\959.jpg,B
../data/raw/Indian/B\472.jpg,B
../data/raw/Indian/Z\387.jpg,Z
../data/raw/Indian/K\872.jpg,K
../data/raw/Indian/6\980.jpg,6
../data/raw/Indian/I\005.jpg,I
../data/raw/Indian/O\488.jpg,O
../data/raw/Indian/I\739.jpg,I
../data/raw/Indian/F\112.jpg,F
../data/raw/Indian/J\368.jpg,J
../data/raw/Indian/8\644.jpg,8
../data/raw/Indian/L\654.jpg,L
../data/raw/Indian/Q\141.jpg,Q
../data/raw/Indian/L\386.jpg,L
../data/raw/Indian/F\263.jpg,F
../data/raw/Indian/Z\1066.jpg,Z
../data/raw/Indian/P\1026.jpg,P
../data/raw/Indian/4\110.jpg,4
../data/raw/Indian/3\400.jpg,3
../data/raw/Indian/V\263.jpg,V
../data/raw/Indian/S\585.jpg,S
../data/raw/Indian/Z\994.jpg,Z
../data/raw/Indian/J\946.jpg,J
../data/raw/Indian/7\1062.jpg,7
../data/raw/Indian/P\228.jpg,P
../data/raw/Indian/2\152.jpg,2
../data/raw/Indian/M\767.jpg,M
../data/raw/Indian/T\670.jpg,T
../data/raw/Indian/R\348.jpg,R
../data/raw/Indian/3\445.jpg,3
../data/raw/Indian/T\459.jpg,T
../data/raw/Indian/D\587.jpg,D
../data/raw/Indian/A\1041.jpg,A
../data/raw/Indian/8\669.jpg,8
../data/raw/Indian/L\395.jpg,L
../data/raw/Indian/L\423.jpg,L
../data/raw/Indian/H\748.jpg,H
../data/raw/Indian/D\571.jpg,D
../data/raw/Indian/L\337.jpg,L
../data/raw/Indian/D\115.jpg,D
../data/raw/Indian/U\858.jpg,U
../data/raw/Indian/M\288.jpg,M
../data/raw/Indian/H\5.jpg,H
../data/raw/Indian/W\709.jpg,W
../data/raw/Indian/3\100.jpg,3
../data/raw/Indian/2\71.jpg,2
../data/raw/Indian/R\967.jpg,R
../data/raw/Indian/B\686.jpg,B
../data/raw/Indian/M\1191.jpg,M
../data/raw/Indian/U\157.jpg,U
../data/raw/Indian/3\408.jpg,3
../data/raw/Indian/5\380.jpg,5
../data/raw/Indian/3\1127.jpg,3
../data/raw/Indian/B\1025.jpg,B
../data/raw/Indian/3\79.jpg,3
../data/raw/Indian/4\1157.jpg,4
../data/raw/Indian/C\343.jpg,C
../data/raw/Indian/6\1108.jpg,6
../data/raw/Indian/A\820.jpg,A
../data/raw/Indian/P\303.jpg,P
../data/raw/Indian/5\73.jpg,5
../data/raw/Indian/B\435.jpg,B
../data/raw/Indian/N\379.jpg,N
../data/raw/Indian/1\579.jpg,1
../data/raw/Indian/L\77.jpg,L
../data/raw/Indian/S\639.jpg,S
../data/raw/Indian/4\212.jpg,4
../data/raw/Indian/Z\1171.jpg,Z
../data/raw/Indian/F\322.jpg,F
../data/raw/Indian/2\486.jpg,2
../data/raw/Indian/T\946.jpg,T
../data/raw/Indian/F\686.jpg,F
../data/raw/Indian/N\1053.jpg,N
../data/raw/Indian/W\728.jpg,W
../data/raw/Indian/R\815.jpg,R
../data/raw/Indian/W\190.jpg,W
../data/raw/Indian/C\913.jpg,C
../data/raw/Indian/Y\788.jpg,Y
../data/raw/Indian/A\1147.jpg,A
../data/raw/Indian/3\440.jpg,3
../data/raw/Indian/B\308.jpg,B
../data/raw/Indian/V\246.jpg,V
../data/raw/Indian/K\191.jpg,K
../data/raw/Indian/Z\1119.jpg,Z
../data/raw/Indian/O\672.jpg,O
../data/raw/Indian/S\333.jpg,S
../data/raw/Indian/B\9.jpg,B
../data/raw/Indian/1\797.jpg,1
../data/raw/Indian/V\087.jpg,V
../data/raw/Indian/2\379.jpg,2
../data/raw/Indian/5\922.jpg,5
../data/raw/Indian/C\604.jpg,C
../data/raw/Indian/Z\463.jpg,Z
../data/raw/Indian/H\623.jpg,H
../data/raw/Indian/4\486.jpg,4
../data/raw/Indian/4\156.jpg,4
../data/raw/Indian/Q\68.jpg,Q
../data/raw/Indian/E\715.jpg,E
../data/raw/Indian/B\870.jpg,B
../data/raw/Indian/Y\987.jpg,Y
../data/raw/Indian/3\843.jpg,3
../data/raw/Indian/E\611.jpg,E
../data/raw/Indian/4\970.jpg,4
../data/raw/Indian/K\249.jpg,K
../data/raw/Indian/G\449.jpg,G
../data/raw/Indian/U\484.jpg,U
../data/raw/Indian/I\036.jpg,I
../data/raw/Indian/J\282.jpg,J
../data/raw/Indian/C\805.jpg,C
../data/raw/Indian/J\827.jpg,J
../data/raw/Indian/I\767.jpg,I
../data/raw/Indian/W\300.jpg,W
../data/raw/Indian/L\224.jpg,L
../data/raw/Indian/R\903.jpg,R
../data/raw/Indian/G\495.jpg,G
../data/raw/Indian/V\1102.jpg,V
../data/raw/Indian/P\204.jpg,P
../data/raw/Indian/B\357.jpg,B
../data/raw/Indian/9\198.jpg,9
../data/raw/Indian/T\494.jpg,T
../data/raw/Indian/O\868.jpg,O
../data/raw/Indian/T\150.jpg,T
../data/raw/Indian/E\717.jpg,E
../data/raw/Indian/N\832.jpg,N
../data/raw/Indian/J\467.jpg,J
../data/raw/Indian/C\164 copy.jpg,C
../data/raw/Indian/S\916.jpg,S
../data/raw/Indian/C\240 copy.jpg,C
../data/raw/Indian/A\705.jpg,A
../data/raw/Indian/V\227.jpg,V
../data/raw/Indian/T\270.jpg,T
../data/raw/Indian/3\897.jpg,3
../data/raw/Indian/O\162 copy.jpg,O
../data/raw/Indian/U\726.jpg,U
../data/raw/Indian/X\378.jpg,X
../data/raw/Indian/D\1173.jpg,D
../data/raw/Indian/Q\1119.jpg,Q
../data/raw/Indian/I\154.jpg,I
../data/raw/Indian/F\230.jpg,F
../data/raw/Indian/C\457.jpg,C
../data/raw/Indian/R\1118.jpg,R
../data/raw/Indian/4\306.jpg,4
../data/raw/Indian/H\159.jpg,H
../data/raw/Indian/5\634.jpg,5
../data/raw/Indian/Q\743.jpg,Q
../data/raw/Indian/9\917.jpg,9
../data/raw/Indian/B\217.jpg,B
../data/raw/Indian/7\593.jpg,7
../data/raw/Indian/S\210.jpg,S
../data/raw/Indian/T\902.jpg,T
../data/raw/Indian/P\147.jpg,P
../data/raw/Indian/V\1110.jpg,V
../data/raw/Indian/R\1005.jpg,R
../data/raw/Indian/S\689.jpg,S
../data/raw/Indian/9\245.jpg,9
../data/raw/Indian/I\788.jpg,I
../data/raw/Indian/A\172.jpg,A
../data/raw/Indian/V\1129.jpg,V
../data/raw/Indian/Q\1182.jpg,Q
../data/raw/Indian/I\991.jpg,I
../data/raw/Indian/T\418.jpg,T
../data/raw/Indian/3\819.jpg,3
../data/raw/Indian/K\207.jpg,K
../data/raw/Indian/9\191.jpg,9
../data/raw/Indian/U\884.jpg,U
../data/raw/Indian/A\327.jpg,A
../data/raw/Indian/5\548.jpg,5
../data/raw/Indian/K\40.jpg,K
../data/raw/Indian/6\75.jpg,6
../data/raw/Indian/W\428.jpg,W
../data/raw/Indian/8\694.jpg,8
../data/raw/Indian/1\171.jpg,1
../data/raw/Indian/3\304.jpg,3
../data/raw/Indian/L\649.jpg,L
../data/raw/Indian/H\451.jpg,H
../data/raw/Indian/Y\525.jpg,Y
../data/raw/Indian/J\900.jpg,J
../data/raw/Indian/E\1061.jpg,E
../data/raw/Indian/A\473.jpg,A
../data/raw/Indian/A\1095.jpg,A
../data/raw/Indian/S\474.jpg,S
../data/raw/Indian/I\132.jpg,I
../data/raw/Indian/N\873.jpg,N
../data/raw/Indian/L\391.jpg,L
../data/raw/Indian/5\943.jpg,5
../data/raw/Indian/Y\1006.jpg,Y
../data/raw/Indian/K\1167.jpg,K
../data/raw/Indian/M\925.jpg,M
../data/raw/Indian/Y\134.jpg,Y
../data/raw/Indian/P\1147.jpg,P
../data/raw/Indian/J\483.jpg,J
../data/raw/Indian/S\748.jpg,S
../data/raw/Indian/X\7.jpg,X
../data/raw/Indian/Z\120.jpg,Z
../data/raw/Indian/V\796.jpg,V
../data/raw/Indian/C\579.jpg,C
../data/raw/Indian/8\720.jpg,8
../data/raw/Indian/B\650.jpg,B
../data/raw/Indian/5\270.jpg,5
../data/raw/Indian/A\47.jpg,A
../data/raw/Indian/J\1114.jpg,J
../data/raw/Indian/Z\327.jpg,Z
../data/raw/Indian/3\1071.jpg,3
../data/raw/Indian/8\56.jpg,8
../data/raw/Indian/Y\25.jpg,Y
../data/raw/Indian/A\1052.jpg,A
../data/raw/Indian/E\841.jpg,E
../data/raw/Indian/X\1122.jpg,X
../data/raw/Indian/2\886.jpg,2
../data/raw/Indian/O\240.jpg,O
../data/raw/Indian/B\474.jpg,B
../data/raw/Indian/Q\643.jpg,Q
../data/raw/Indian/Y\263.jpg,Y
../data/raw/Indian/U\257.jpg,U
../data/raw/Indian/F\349.jpg,F
../data/raw/Indian/N\503.jpg,N
../data/raw/Indian/7\661.jpg,7
../data/raw/Indian/3\421.jpg,3
../data/raw/Indian/E\387.jpg,E
../data/raw/Indian/L\885.jpg,L
../data/raw/Indian/K\135.jpg,K
../data/raw/Indian/V\812.jpg,V
../data/raw/Indian/F\651.jpg,F
../data/raw/Indian/G\154.jpg,G
../data/raw/Indian/A\12.jpg,A
../data/raw/Indian/F\895.jpg,F
../data/raw/Indian/1\343.jpg,1
../data/raw/Indian/5\619.jpg,5
../data/raw/Indian/2\1062.jpg,2
../data/raw/Indian/D\635.jpg,D
../data/raw/Indian/D\865.jpg,D
../data/raw/Indian/U\1045.jpg,U
../data/raw/Indian/U\69.jpg,U
../data/raw/Indian/D\999.jpg,D
../data/raw/Indian/K\316.jpg,K
../data/raw/Indian/X\1103.jpg,X
../data/raw/Indian/O\910.jpg,O
../data/raw/Indian/1\162.jpg,1
../data/raw/Indian/5\284.jpg,5
../data/raw/Indian/U\217.jpg,U
../data/raw/Indian/K\951.jpg,K
../data/raw/Indian/4\691.jpg,4
../data/raw/Indian/6\146.jpg,6
../data/raw/Indian/K\846.jpg,K
../data/raw/Indian/C\1104.jpg,C
../data/raw/Indian/O\61.jpg,O
../data/raw/Indian/9\1033.jpg,9
../data/raw/Indian/B\275.jpg,B
../data/raw/Indian/3\480.jpg,3
../data/raw/Indian/R\27.jpg,R
../data/raw/Indian/K\909.jpg,K
../data/raw/Indian/F\847.jpg,F
../data/raw/Indian/7\25.jpg,7
../data/raw/Indian/A\83.jpg,A
../data/raw/Indian/N\546.jpg,N
../data/raw/Indian/B\193.jpg,B
../data/raw/Indian/V\906.jpg,V
../data/raw/Indian/P\341.jpg,P
../data/raw/Indian/8\435.jpg,8
../data/raw/Indian/P\297.jpg,P
../data/raw/Indian/U\1063.jpg,U
../data/raw/Indian/G\305.jpg,G
../data/raw/Indian/1\143.jpg,1
../data/raw/Indian/U\744.jpg,U
../data/raw/Indian/W\407.jpg,W
../data/raw/Indian/5\1108.jpg,5
../data/raw/Indian/M\944.jpg,M
../data/raw/Indian/6\138.jpg,6
../data/raw/Indian/R\697.jpg,R
../data/raw/Indian/W\814.jpg,W
../data/raw/Indian/4\1167.jpg,4
../data/raw/Indian/6\204.jpg,6
../data/raw/Indian/9\926.jpg,9
../data/raw/Indian/N\1035.jpg,N
../data/raw/Indian/S\315.jpg,S
../data/raw/Indian/Y\522.jpg,Y
../data/raw/Indian/F\219.jpg,F
../data/raw/Indian/D\788.jpg,D
../data/raw/Indian/K\1137.jpg,K
../data/raw/Indian/N\1097.jpg,N
../data/raw/Indian/R\1011.jpg,R
../data/raw/Indian/K\229.jpg,K
../data/raw/Indian/K\378.jpg,K
../data/raw/Indian/J\437.jpg,J
../data/raw/Indian/L\1049.jpg,L
../data/raw/Indian/2\1149.jpg,2
../data/raw/Indian/U\1100.jpg,U
../data/raw/Indian/B\695.jpg,B
../data/raw/Indian/1\520.jpg,1
../data/raw/Indian/T\560.jpg,T
../data/raw/Indian/3\1115.jpg,3
../data/raw/Indian/D\74.jpg,D
../data/raw/Indian/2\398.jpg,2
../data/raw/Indian/J\1191.jpg,J
../data/raw/Indian/5\1122.jpg,5
../data/raw/Indian/H\775.jpg,H
../data/raw/Indian/O\182.jpg,O
../data/raw/Indian/Z\196.jpg,Z
../data/raw/Indian/R\273.jpg,R
../data/raw/Indian/B\1125.jpg,B
../data/raw/Indian/W\783.jpg,W
../data/raw/Indian/C\497.jpg,C
../data/raw/Indian/D\457.jpg,D
../data/raw/Indian/F\1033.jpg,F
../data/raw/Indian/W\440.jpg,W
../data/raw/Indian/H\617.jpg,H
../data/raw/Indian/5\582.jpg,5
../data/raw/Indian/O\219 copy.jpg,O
../data/raw/Indian/Z\816.jpg,Z
../data/raw/Indian/S\1196.jpg,S
../data/raw/Indian/7\37.jpg,7
../data/raw/Indian/Z\1145.jpg,Z
../data/raw/Indian/U\88.jpg,U
../data/raw/Indian/1\104.jpg,1
../data/raw/Indian/F\818.jpg,F
../data/raw/Indian/C\66.jpg,C
../data/raw/Indian/I\286.jpg,I
../data/raw/Indian/E\868.jpg,E
../data/raw/Indian/7\910.jpg,7
../data/raw/Indian/E\293.jpg,E
../data/raw/Indian/3\1093.jpg,3
../data/raw/Indian/W\1015.jpg,W
../data/raw/Indian/I\167.jpg,I
../data/raw/Indian/5\542.jpg,5
../data/raw/Indian/K\554.jpg,K
../data/raw/Indian/H\686.jpg,H
../data/raw/Indian/K\233.jpg,K
../data/raw/Indian/I\633.jpg,I
../data/raw/Indian/J\678.jpg,J
../data/raw/Indian/5\945.jpg,5
../data/raw/Indian/7\6.jpg,7
../data/raw/Indian/4\498.jpg,4
../data/raw/Indian/W\231.jpg,W
../data/raw/Indian/B\902.jpg,B
../data/raw/Indian/V\014.jpg,V
../data/raw/Indian/A\640.jpg,A
../data/raw/Indian/3\367.jpg,3
../data/raw/Indian/V\1044.jpg,V
../data/raw/Indian/Y\85.jpg,Y
../data/raw/Indian/K\121.jpg,K
../data/raw/Indian/O\163 copy.jpg,O
../data/raw/Indian/C\630.jpg,C
../data/raw/Indian/T\856.jpg,T
../data/raw/Indian/1\1129.jpg,1
../data/raw/Indian/K\426.jpg,K
../data/raw/Indian/U\1112.jpg,U
../data/raw/Indian/F\553.jpg,F
../data/raw/Indian/N\6.jpg,N
../data/raw/Indian/5\679.jpg,5
../data/raw/Indian/X\1106.jpg,X
../data/raw/Indian/Q\506.jpg,Q
../data/raw/Indian/C\251.jpg,C
../data/raw/Indian/W\27.jpg,W
../data/raw/Indian/I\994.jpg,I
../data/raw/Indian/A\15.jpg,A
../data/raw/Indian/C\1078.jpg,C
../data/raw/Indian/S\705.jpg,S
../data/raw/Indian/U\95.jpg,U
../data/raw/Indian/J\266.jpg,J
../data/raw/Indian/X\116.jpg,X
../data/raw/Indian/S\1027.jpg,S
../data/raw/Indian/2\514.jpg,2
../data/raw/Indian/O\1178.jpg,O
../data/raw/Indian/J\3.jpg,J
../data/raw/Indian/K\1171.jpg,K
../data/raw/Indian/P\797.jpg,P
../data/raw/Indian/O\146 copy.jpg,O
../data/raw/Indian/4\1149.jpg,4
../data/raw/Indian/I\399.jpg,I
../data/raw/Indian/5\1044.jpg,5
../data/raw/Indian/D\681.jpg,D
../data/raw/Indian/X\148.jpg,X
../data/raw/Indian/V\1190.jpg,V
../data/raw/Indian/F\519.jpg,F
../data/raw/Indian/D\23.jpg,D
../data/raw/Indian/C\951.jpg,C
../data/raw/Indian/2\414.jpg,2
../data/raw/Indian/N\601.jpg,N
../data/raw/Indian/D\1120.jpg,D
../data/raw/Indian/T\980.jpg,T
../data/raw/Indian/W\230.jpg,W
../data/raw/Indian/G\686.jpg,G
../data/raw/Indian/P\751.jpg,P
../data/raw/Indian/2\875.jpg,2
../data/raw/Indian/W\301.jpg,W
../data/raw/Indian/9\1147.jpg,9
../data/raw/Indian/S\180.jpg,S
../data/raw/Indian/1\698.jpg,1
../data/raw/Indian/L\212.jpg,L
../data/raw/Indian/5\939.jpg,5
../data/raw/Indian/C\043.jpg,C
../data/raw/Indian/O\491.jpg,O
../data/raw/Indian/R\429.jpg,R
../data/raw/Indian/I\60.jpg,I
../data/raw/Indian/G\439.jpg,G
../data/raw/Indian/X\1191.jpg,X
../data/raw/Indian/F\516.jpg,F
../data/raw/Indian/H\931.jpg,H
../data/raw/Indian/9\1014.jpg,9
../data/raw/Indian/2\539.jpg,2
../data/raw/Indian/5\1137.jpg,5
../data/raw/Indian/V\24.jpg,V
../data/raw/Indian/P\301.jpg,P
../data/raw/Indian/T\816.jpg,T
../data/raw/Indian/S\518.jpg,S
../data/raw/Indian/5\886.jpg,5
../data/raw/Indian/4\588.jpg,4
../data/raw/Indian/O\505.jpg,O
../data/raw/Indian/3\557.jpg,3
../data/raw/Indian/L\713.jpg,L
../data/raw/Indian/6\530.jpg,6
../data/raw/Indian/I\367.jpg,I
../data/raw/Indian/L\1144.jpg,L
../data/raw/Indian/K\875.jpg,K
../data/raw/Indian/4\509.jpg,4
../data/raw/Indian/M\830.jpg,M
../data/raw/Indian/B\973.jpg,B
../data/raw/Indian/M\410.jpg,M
../data/raw/Indian/3\446.jpg,3
../data/raw/Indian/F\125.jpg,F
../data/raw/Indian/7\228.jpg,7
../data/raw/Indian/F\1026.jpg,F
../data/raw/Indian/9\1117.jpg,9
../data/raw/Indian/G\1087.jpg,G
../data/raw/Indian/Y\373.jpg,Y
../data/raw/Indian/Z\271.jpg,Z
../data/raw/Indian/I\1146.jpg,I
../data/raw/Indian/I\848.jpg,I
../data/raw/Indian/E\425.jpg,E
../data/raw/Indian/2\798.jpg,2
../data/raw/Indian/R\767.jpg,R
../data/raw/Indian/H\367.jpg,H
../data/raw/Indian/Z\206.jpg,Z
../data/raw/Indian/F\798.jpg,F
../data/raw/Indian/6\187.jpg,6
../data/raw/Indian/G\856.jpg,G
../data/raw/Indian/X\67.jpg,X
../data/raw/Indian/2\549.jpg,2
../data/raw/Indian/D\768.jpg,D
../data/raw/Indian/Z\563.jpg,Z
../data/raw/Indian/J\203.jpg,J
../data/raw/Indian/K\811.jpg,K
../data/raw/Indian/U\866.jpg,U
../data/raw/Indian/A\198.jpg,A
../data/raw/Indian/N\680.jpg,N
../data/raw/Indian/J\1077.jpg,J
../data/raw/Indian/X\496.jpg,X
../data/raw/Indian/1\638.jpg,1
../data/raw/Indian/B\181.jpg,B
../data/raw/Indian/V\183.jpg,V
../data/raw/Indian/T\393.jpg,T
../data/raw/Indian/E\1051.jpg,E
../data/raw/Indian/L\383.jpg,L
../data/raw/Indian/4\911.jpg,4
../data/raw/Indian/2\910.jpg,2
../data/raw/Indian/K\1152.jpg,K
../data/raw/Indian/B\539.jpg,B
../data/raw/Indian/Z\735.jpg,Z
../data/raw/Indian/1\484.jpg,1
../data/raw/Indian/R\439.jpg,R
../data/raw/Indian/D\1144.jpg,D
../data/raw/Indian/L\405.jpg,L
../data/raw/Indian/9\952.jpg,9
../data/raw/Indian/1\123.jpg,1
../data/raw/Indian/1\912.jpg,1
../data/raw/Indian/V\257.jpg,V
../data/raw/Indian/F\104.jpg,F
../data/raw/Indian/H\635.jpg,H
../data/raw/Indian/5\23.jpg,5
../data/raw/Indian/J\527.jpg,J
../data/raw/Indian/R\182.jpg,R
../data/raw/Indian/4\1138.jpg,4
../data/raw/Indian/W\114.jpg,W
../data/raw/Indian/G\595.jpg,G
../data/raw/Indian/N\232.jpg,N
../data/raw/Indian/M\1181.jpg,M
../data/raw/Indian/Z\200.jpg,Z
../data/raw/Indian/K\440.jpg,K
../data/raw/Indian/S\988.jpg,S
../data/raw/Indian/8\16.jpg,8
../data/raw/Indian/P\813.jpg,P
../data/raw/Indian/9\336.jpg,9
../data/raw/Indian/Q\418.jpg,Q
../data/raw/Indian/9\82.jpg,9
../data/raw/Indian/A\475.jpg,A
../data/raw/Indian/5\63.jpg,5
../data/raw/Indian/A\990.jpg,A
../data/raw/Indian/J\583.jpg,J
../data/raw/Indian/6\21.jpg,6
../data/raw/Indian/R\668.jpg,R
../data/raw/Indian/T\982.jpg,T
../data/raw/Indian/9\264.jpg,9
../data/raw/Indian/D\633.jpg,D
../data/raw/Indian/E\634.jpg,E
../data/raw/Indian/S\523.jpg,S
../data/raw/Indian/3\222.jpg,3
../data/raw/Indian/Y\777.jpg,Y
../data/raw/Indian/Y\269.jpg,Y
../data/raw/Indian/4\881.jpg,4
../data/raw/Indian/B\142.jpg,B
../data/raw/Indian/Z\1164.jpg,Z
../data/raw/Indian/U\1043.jpg,U
../data/raw/Indian/W\634.jpg,W
../data/raw/Indian/U\807.jpg,U
../data/raw/Indian/U\267.jpg,U
../data/raw/Indian/D\246.jpg,D
../data/raw/Indian/6\729.jpg,6
../data/raw/Indian/H\1060.jpg,H
../data/raw/Indian/G\888.jpg,G
../data/raw/Indian/O\94.jpg,O
../data/raw/Indian/T\172.jpg,T
../data/raw/Indian/Z\1064.jpg,Z
../data/raw/Indian/E\950.jpg,E
../data/raw/Indian/J\663.jpg,J
../data/raw/Indian/B\110.jpg,B
../data/raw/Indian/3\137.jpg,3
../data/raw/Indian/Z\147.jpg,Z
../data/raw/Indian/C\101 copy.jpg,C
../data/raw/Indian/O\172 copy.jpg,O
../data/raw/Indian/9\173.jpg,9
../data/raw/Indian/Q\441.jpg,Q
../data/raw/Indian/D\11.jpg,D
../data/raw/Indian/5\49.jpg,5
../data/raw/Indian/W\1008.jpg,W
../data/raw/Indian/R\498.jpg,R
../data/raw/Indian/Y\1092.jpg,Y
../data/raw/Indian/V\887.jpg,V
../data/raw/Indian/R\1170.jpg,R
../data/raw/Indian/J\231.jpg,J
../data/raw/Indian/B\1128.jpg,B
../data/raw/Indian/F\978.jpg,F
../data/raw/Indian/H\783.jpg,H
../data/raw/Indian/2\770.jpg,2
../data/raw/Indian/7\240.jpg,7
../data/raw/Indian/K\1127.jpg,K
../data/raw/Indian/3\169.jpg,3
../data/raw/Indian/I\50.jpg,I
../data/raw/Indian/O\1138.jpg,O
../data/raw/Indian/S\72.jpg,S
../data/raw/Indian/3\131.jpg,3
../data/raw/Indian/D\316.jpg,D
../data/raw/Indian/4\495.jpg,4
../data/raw/Indian/W\1030.jpg,W
../data/raw/Indian/S\61.jpg,S
../data/raw/Indian/3\1164.jpg,3
../data/raw/Indian/Z\3.jpg,Z
../data/raw/Indian/L\445.jpg,L
../data/raw/Indian/I\245.jpg,I
../data/raw/Indian/Q\611.jpg,Q
../data/raw/Indian/3\818.jpg,3
../data/raw/Indian/5\187.jpg,5
../data/raw/Indian/O\070.jpg,O
../data/raw/Indian/3\1012.jpg,3
../data/raw/Indian/Q\841.jpg,Q
../data/raw/Indian/C\816.jpg,C
../data/raw/Indian/T\1104.jpg,T
../data/raw/Indian/N\350.jpg,N
../data/raw/Indian/U\325.jpg,U
../data/raw/Indian/I\108 copy.jpg,I
../data/raw/Indian/V\614.jpg,V
../data/raw/Indian/F\441.jpg,F
../data/raw/Indian/1\951.jpg,1
../data/raw/Indian/V\216.jpg,V
../data/raw/Indian/I\567.jpg,I
../data/raw/Indian/M\598.jpg,M
../data/raw/Indian/2\162.jpg,2
../data/raw/Indian/T\663.jpg,T
../data/raw/Indian/K\133.jpg,K
../data/raw/Indian/B\318.jpg,B
../data/raw/Indian/E\161.jpg,E
../data/raw/Indian/6\452.jpg,6
../data/raw/Indian/Y\720.jpg,Y
../data/raw/Indian/Z\14.jpg,Z
../data/raw/Indian/Z\671.jpg,Z
../data/raw/Indian/1\20.jpg,1
../data/raw/Indian/T\357.jpg,T
../data/raw/Indian/C\323.jpg,C
../data/raw/Indian/F\159.jpg,F
../data/raw/Indian/6\227.jpg,6
../data/raw/Indian/4\286.jpg,4
../data/raw/Indian/Z\502.jpg,Z
../data/raw/Indian/O\982.jpg,O
../data/raw/Indian/K\44.jpg,K
../data/raw/Indian/T\1073.jpg,T
../data/raw/Indian/K\218.jpg,K
../data/raw/Indian/4\1144.jpg,4
../data/raw/Indian/2\192.jpg,2
../data/raw/Indian/P\535.jpg,P
../data/raw/Indian/5\604.jpg,5
../data/raw/Indian/D\1134.jpg,D
../data/raw/Indian/B\811.jpg,B
../data/raw/Indian/X\797.jpg,X
../data/raw/Indian/3\230.jpg,3
../data/raw/Indian/Z\289.jpg,Z
../data/raw/Indian/Z\944.jpg,Z
../data/raw/Indian/8\62.jpg,8
../data/raw/Indian/5\165.jpg,5
../data/raw/Indian/L\414.jpg,L
../data/raw/Indian/4\513.jpg,4
../data/raw/Indian/G\112.jpg,G
../data/raw/Indian/I\875.jpg,I
../data/raw/Indian/T\582.jpg,T
../data/raw/Indian/M\302.jpg,M
../data/raw/Indian/6\770.jpg,6
../data/raw/Indian/C\864.jpg,C
../data/raw/Indian/P\613.jpg,P
../data/raw/Indian/6\880.jpg,6
../data/raw/Indian/R\784.jpg,R
../data/raw/Indian/3\38.jpg,3
../data/raw/Indian/Z\584.jpg,Z
../data/raw/Indian/N\1164.jpg,N
../data/raw/Indian/O\951.jpg,O
../data/raw/Indian/S\1186.jpg,S
../data/raw/Indian/B\965.jpg,B
../data/raw/Indian/M\508.jpg,M
../data/raw/Indian/C\858.jpg,C
../data/raw/Indian/K\822.jpg,K
../data/raw/Indian/M\1145.jpg,M
